id_pedido,id_produto,id_loja,nome_produto,categoria_produto,cidade,data_venda,quantidade_vendida,valor_venda
296,12,1,LostFost,Ferramentas Criativas,Belo Horizonte,12/09/2023,2,492.87
297,59,3,LostFost,Ferramentas Educacionais,São Paulo,09/04/2024,8,354.78
298,85,2,LostFost,Ferramentas Educacionais,São Paulo,23/02/2024,7,68.72
299,87,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,09/12/2024,10,483.59
300,36,3,UI/UX-K,Ferramentas Criativas,São Paulo,21/04/2024,6,299.33
301,49,1,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,12/12/2023,6,33.56
302,39,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,12/10/2024,4,405.45
303,54,1,PowerPro,Ferramentas Criativas,Belo Horizonte,22/06/2024,18,15.6
304,32,3,CodeCode,Ferramentas Educacionais,Rio de Janeiro,06/11/2022,19,369.58
305,57,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,08/11/2023,13,236.41
306,43,3,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,29/06/2024,14,164.99
307,26,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,20/09/2022,7,376.29
308,51,3,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,23/03/2023,3,301.94
309,26,4,HargenXtudio,Ferramentas Criativas,Belo Horizonte,27/04/2024,8,266.24
310,71,3,CodeCode,Ferramentas Criativas,São Paulo,10/04/2023,15,98.03
311,36,2,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,29/10/2022,8,453.06
312,48,3,LostFost,Ferramentas Educacionais,São Paulo,01/02/2024,17,326.16
313,25,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,31/08/2022,12,25.5
314,99,4,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,02/02/2024,3,340.82
315,11,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,20/01/2023,1,287.14
316,57,2,UI/UX-K,Ferramentas Criativas,Belo Horizonte,08/05/2024,9,27.01
317,33,5,UI/UX-K,Ferramentas Educacionais,São Paulo,20/06/2022,17,361.85
318,96,1,LostFost,Ferramentas Educacionais,Belo Horizonte,04/09/2024,1,159.16
319,18,5,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,10/06/2024,7,216.98
320,39,3,PowerPro,Ferramentas Educacionais,São Paulo,28/03/2024,13,33.11
321,34,2,PowerPro,Ferramentas Educacionais,Rio de Janeiro,31/05/2024,14,378.83
322,65,4,LostFost,Ferramentas de Desenvolvimento,São Paulo,26/09/2023,11,414.09
323,34,4,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,30/05/2023,7,497.23
324,27,3,HargenXtudio,Ferramentas Educacionais,São Paulo,30/11/2023,19,124.17
325,66,2,CodeCode,Ferramentas de Desenvolvimento,São Paulo,29/07/2022,9,478.51
326,67,2,LostFost,Ferramentas de Desenvolvimento,São Paulo,01/11/2022,17,359.33
327,83,5,PowerPro,Ferramentas Criativas,Belo Horizonte,25/12/2023,6,390.48
328,70,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,27/07/2024,16,111.86
329,84,2,HargenXtudio,Ferramentas Criativas,Belo Horizonte,31/08/2023,7,185.71
330,19,5,HargenXtudio,Ferramentas Criativas,São Paulo,03/05/2023,8,315.54
331,81,3,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,07/07/2022,2,238.17
332,78,3,HargenXtudio,Ferramentas Educacionais,São Paulo,09/07/2022,7,427.69
333,91,1,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,07/02/2023,15,161.74
334,50,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,18/01/2023,12,494.66
335,35,1,LostFost,Ferramentas Criativas,São Paulo,15/02/2024,5,13.71
336,78,4,CodeCode,Ferramentas Criativas,São Paulo,25/07/2022,2,458.18
337,12,2,PowerPro,Ferramentas Criativas,Rio de Janeiro,28/05/2023,18,87.02
338,78,3,CodeCode,Ferramentas Criativas,Belo Horizonte,16/11/2023,11,199.73
339,99,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,21/03/2022,12,352.37
340,69,5,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,20/12/2023,11,92.56
341,17,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,29/11/2022,5,386.84
342,73,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,03/11/2024,10,189.65
343,60,3,CodeCode,Ferramentas Criativas,Belo Horizonte,18/04/2024,9,129.19
344,86,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,22/02/2022,8,130.83
345,16,5,CodeCode,Ferramentas Criativas,Belo Horizonte,10/11/2023,11,426.91
346,50,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,30/03/2024,20,270.25
347,41,3,UI/UX-K,Ferramentas Criativas,São Paulo,19/07/2022,16,12.87
348,51,1,PowerPro,Ferramentas Educacionais,Rio de Janeiro,21/11/2022,3,407.43
349,94,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,31/08/2023,4,299.2
350,64,5,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,17/04/2024,20,80.45
351,20,1,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,23/10/2022,18,44.21
352,16,5,PowerPro,Ferramentas Criativas,Belo Horizonte,05/01/2022,18,429.07
353,57,3,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,13/12/2022,7,141.09
354,15,3,LostFost,Ferramentas Criativas,Belo Horizonte,08/01/2023,7,100.2
355,41,3,CodeCode,Ferramentas Educacionais,Rio de Janeiro,19/04/2024,10,160.17
356,58,3,LostFost,Ferramentas Educacionais,Belo Horizonte,24/09/2022,1,330.66
357,24,5,HargenXtudio,Ferramentas Educacionais,São Paulo,01/04/2022,4,184.69
358,27,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,15/09/2024,16,274.91
359,41,2,PowerPro,Ferramentas Criativas,Belo Horizonte,25/09/2024,20,192.87
360,82,2,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,25/01/2022,2,271.98
361,52,2,CodeCode,Ferramentas de Desenvolvimento,São Paulo,31/05/2023,1,328.09
362,52,3,CodeCode,Ferramentas Criativas,Belo Horizonte,07/01/2022,11,421.39
363,89,1,LostFost,Ferramentas Criativas,Rio de Janeiro,21/01/2023,19,257.08
364,42,5,LostFost,Ferramentas Educacionais,São Paulo,09/02/2022,12,326.7
365,47,2,LostFost,Ferramentas Educacionais,Rio de Janeiro,26/10/2022,13,479.2
366,37,1,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,29/11/2024,9,444.12
367,42,3,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,17/03/2022,5,431.61
368,69,5,LostFost,Ferramentas Criativas,São Paulo,16/05/2022,11,262.85
369,98,4,UI/UX-K,Ferramentas Criativas,Belo Horizonte,04/05/2022,10,454.31
370,11,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,10/06/2024,6,357.6
371,29,5,CodeCode,Ferramentas Educacionais,Belo Horizonte,29/07/2024,7,473.43
372,65,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,05/10/2023,15,150.57
373,46,2,PowerPro,Ferramentas Educacionais,São Paulo,15/08/2023,18,84.53
374,73,5,LostFost,Ferramentas Criativas,Belo Horizonte,21/11/2023,8,439.38
375,78,2,LostFost,Ferramentas Criativas,Rio de Janeiro,22/04/2023,11,69.71
376,33,5,UI/UX-K,Ferramentas Criativas,Belo Horizonte,10/11/2023,11,17.63
377,15,2,PowerPro,Ferramentas Criativas,Belo Horizonte,06/05/2023,14,283.51
378,39,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,26/12/2022,14,281.26
379,69,4,CodeCode,Ferramentas de Desenvolvimento,São Paulo,03/11/2022,10,448.15
380,88,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,06/07/2022,11,484.96
381,34,1,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,30/12/2024,18,176.85
382,55,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,03/08/2023,4,282.97
383,48,1,PowerPro,Ferramentas Educacionais,Belo Horizonte,24/06/2023,6,452.63
384,80,2,PowerPro,Ferramentas de Desenvolvimento,São Paulo,19/02/2022,8,240.96
385,43,1,PowerPro,Ferramentas Criativas,Belo Horizonte,08/10/2023,6,34.54
386,55,3,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,26/02/2023,13,453.14
387,65,1,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,20/01/2023,2,484.87
388,27,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,12/01/2024,3,470.55
389,18,1,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,25/01/2022,10,414.15
390,39,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,30/06/2024,15,462.47
391,90,2,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,15/03/2024,2,188.3
392,39,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,13/10/2024,14,46.37
393,66,1,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,28/04/2024,5,324.69
394,42,4,LostFost,Ferramentas Educacionais,Belo Horizonte,03/03/2022,20,175.49
395,89,4,PowerPro,Ferramentas Criativas,Belo Horizonte,15/01/2024,16,328.4
396,90,2,LostFost,Ferramentas Educacionais,Belo Horizonte,02/11/2024,7,220.21
397,37,5,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,15/08/2022,20,426.09
398,99,3,CodeCode,Ferramentas Criativas,Rio de Janeiro,08/07/2023,16,91.17
399,83,2,UI/UX-K,Ferramentas Criativas,Belo Horizonte,09/01/2022,18,396.85
400,24,1,UI/UX-K,Ferramentas Criativas,São Paulo,11/05/2022,13,343.56
401,94,2,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,09/11/2023,14,444.09
402,31,5,LostFost,Ferramentas de Desenvolvimento,São Paulo,31/01/2022,20,266.2
403,77,4,HargenXtudio,Ferramentas Criativas,Belo Horizonte,12/03/2023,18,96.21
404,32,4,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,20/01/2024,4,494.49
405,39,4,LostFost,Ferramentas Criativas,São Paulo,13/12/2022,2,390.39
406,11,1,PowerPro,Ferramentas Educacionais,Rio de Janeiro,01/12/2024,18,464.86
407,55,3,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,22/10/2024,14,343.95
408,72,1,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,06/11/2023,7,335.06
409,25,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,01/04/2023,1,483.7
410,52,4,LostFost,Ferramentas Criativas,São Paulo,14/10/2023,3,130.11
411,70,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,12/10/2022,17,372.66
412,26,1,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,12/09/2024,17,181.46
413,37,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,23/07/2024,9,198.61
414,41,3,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,11/11/2024,11,460.77
415,20,2,LostFost,Ferramentas Criativas,Rio de Janeiro,21/01/2023,12,278.3
416,24,4,PowerPro,Ferramentas Educacionais,Rio de Janeiro,01/12/2022,11,109.91
417,21,4,PowerPro,Ferramentas Criativas,Belo Horizonte,17/11/2022,8,272.24
418,68,3,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,13/11/2024,13,188.16
419,82,3,UI/UX-K,Ferramentas Criativas,São Paulo,10/05/2022,16,109.55
420,66,2,HargenXtudio,Ferramentas Criativas,São Paulo,07/05/2023,11,354.58
421,61,4,PowerPro,Ferramentas Criativas,Belo Horizonte,28/09/2024,2,139.61
422,31,4,HargenXtudio,Ferramentas Criativas,Belo Horizonte,08/09/2024,9,277.73
423,29,4,CodeCode,Ferramentas Criativas,Rio de Janeiro,08/06/2022,13,238.6
424,16,5,LostFost,Ferramentas Educacionais,Belo Horizonte,26/10/2023,12,284.55
425,86,4,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,03/04/2024,2,223.57
426,81,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,23/10/2022,3,381.6
427,51,4,CodeCode,Ferramentas Criativas,Rio de Janeiro,12/02/2024,4,426.59
428,73,1,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,05/12/2023,10,30.71
429,39,5,PowerPro,Ferramentas Criativas,Belo Horizonte,01/07/2023,19,312.84
430,49,4,PowerPro,Ferramentas Criativas,Rio de Janeiro,24/11/2024,14,488.04
431,69,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,14/10/2023,9,215.53
432,92,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,19/12/2022,4,121.73
433,69,1,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,21/03/2022,8,182.65
434,64,2,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,16/07/2023,3,155.82
435,83,4,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,13/07/2024,1,29.06
436,36,4,UI/UX-K,Ferramentas Criativas,Belo Horizonte,30/09/2024,15,444.47
437,87,4,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,04/03/2022,17,148.27
438,79,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,01/06/2022,3,125.3
439,70,4,PowerPro,Ferramentas Criativas,São Paulo,29/04/2023,1,65.18
440,70,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,03/10/2023,13,269.54
441,72,5,CodeCode,Ferramentas Criativas,Belo Horizonte,26/06/2024,4,378.67
442,85,4,PowerPro,Ferramentas Educacionais,Belo Horizonte,28/07/2024,20,124.07
443,77,5,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,07/04/2024,10,34.59
444,17,4,CodeCode,Ferramentas Educacionais,São Paulo,27/02/2023,1,459.17
445,52,3,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,07/04/2023,17,493.08
446,66,4,PowerPro,Ferramentas Criativas,Rio de Janeiro,01/03/2024,9,373.38
447,23,4,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,12/05/2023,6,62.51
448,68,5,PowerPro,Ferramentas Educacionais,Rio de Janeiro,11/10/2023,10,446.47
449,79,2,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,12/10/2023,18,27.8
450,97,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,16/09/2024,9,268.94
451,80,5,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,11/03/2023,9,499.83
452,80,4,UI/UX-K,Ferramentas Criativas,Belo Horizonte,29/05/2024,8,178.09
453,77,1,HargenXtudio,Ferramentas Educacionais,São Paulo,15/11/2022,10,197.25
454,87,1,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,01/06/2024,20,166.44
455,52,5,CodeCode,Ferramentas Educacionais,Rio de Janeiro,13/03/2023,6,458.2
456,99,5,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,06/09/2022,16,295.69
457,87,5,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,01/03/2022,13,329.87
458,46,5,HargenXtudio,Ferramentas Criativas,Belo Horizonte,29/11/2023,9,294.49
459,97,3,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,29/07/2023,8,485.63
460,65,3,HargenXtudio,Ferramentas Educacionais,São Paulo,26/01/2024,5,211.31
461,97,3,LostFost,Ferramentas Educacionais,Rio de Janeiro,18/11/2023,10,263.28
462,11,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,18/11/2023,11,284.71
463,84,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,10/07/2022,19,460.37
464,17,2,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,12/10/2022,20,189.12
465,45,3,LostFost,Ferramentas Criativas,Rio de Janeiro,30/03/2022,19,138.73
466,10,1,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,06/08/2024,17,491.46
467,83,1,UI/UX-K,Ferramentas Educacionais,São Paulo,26/03/2023,19,49.85
468,19,4,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,13/11/2022,1,118.32
469,12,1,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,19/10/2022,4,160.62
470,68,4,CodeCode,Ferramentas Educacionais,São Paulo,21/05/2022,17,332.73
471,10,3,UI/UX-K,Ferramentas Criativas,Rio de Janeiro,16/11/2024,13,337.42
472,84,1,UI/UX-K,Ferramentas Criativas,Belo Horizonte,16/05/2024,12,417.07
473,75,2,HargenXtudio,Ferramentas Educacionais,São Paulo,30/04/2024,14,50.36
474,59,1,PowerPro,Ferramentas Criativas,São Paulo,05/11/2022,5,323.81
475,85,3,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,30/12/2023,13,215.28
476,38,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,28/03/2023,20,359.0
477,43,5,CodeCode,Ferramentas Criativas,São Paulo,29/11/2024,12,32.89
478,56,4,CodeCode,Ferramentas Criativas,São Paulo,15/11/2022,14,257.08
479,60,1,CodeCode,Ferramentas Educacionais,Belo Horizonte,17/11/2022,1,284.78
480,48,3,CodeCode,Ferramentas Criativas,Belo Horizonte,16/12/2022,8,445.39
481,67,5,UI/UX-K,Ferramentas Criativas,Belo Horizonte,15/04/2024,5,176.12
482,39,2,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,07/10/2023,18,388.69
483,58,2,CodeCode,Ferramentas de Desenvolvimento,Belo Horizonte,04/09/2023,12,152.76
484,49,1,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,24/12/2022,15,377.2
485,45,5,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,11/03/2023,13,373.17
486,86,4,CodeCode,Ferramentas Criativas,Belo Horizonte,03/03/2024,7,357.36
487,17,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,12/12/2023,4,232.55
488,36,1,LostFost,Ferramentas Educacionais,Belo Horizonte,25/12/2024,10,235.15
489,36,5,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,02/09/2024,13,26.7
490,96,4,LostFost,Ferramentas de Desenvolvimento,São Paulo,27/04/2024,6,354.88
491,51,3,HargenXtudio,Ferramentas Criativas,São Paulo,23/05/2023,13,281.99
492,87,3,LostFost,Ferramentas Criativas,Rio de Janeiro,23/01/2024,19,379.78
493,38,1,LostFost,Ferramentas Educacionais,Belo Horizonte,04/05/2024,20,465.77
494,68,1,UI/UX-K,Ferramentas Educacionais,São Paulo,03/10/2023,13,339.48
495,17,3,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,15/10/2024,11,358.45
496,13,5,CodeCode,Ferramentas Educacionais,São Paulo,23/03/2022,18,417.23
497,100,4,LostFost,Ferramentas Criativas,São Paulo,24/05/2024,16,416.51
498,29,4,LostFost,Ferramentas Criativas,São Paulo,23/01/2023,19,460.4
499,55,5,UI/UX-K,Ferramentas Educacionais,São Paulo,21/07/2024,13,276.07
500,32,4,CodeCode,Ferramentas Educacionais,São Paulo,13/08/2023,3,119.92
501,65,2,CodeCode,Ferramentas Educacionais,Rio de Janeiro,11/06/2022,17,146.07
502,60,2,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,07/03/2023,8,405.49
503,32,3,CodeCode,Ferramentas Educacionais,São Paulo,24/06/2024,3,41.19
504,90,2,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,14/07/2024,4,20.92
505,71,5,CodeCode,Ferramentas Criativas,São Paulo,17/08/2022,10,52.35
506,77,5,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,27/12/2023,6,284.02
507,98,1,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,06/06/2023,10,452.13
508,94,2,HargenXtudio,Ferramentas de Desenvolvimento,São Paulo,18/07/2023,8,217.97
509,88,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,24/11/2022,20,69.82
510,45,2,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,20/04/2023,2,150.55
511,22,3,LostFost,Ferramentas Educacionais,São Paulo,02/01/2024,7,357.61
512,31,5,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,23/05/2023,12,375.56
513,17,4,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,22/01/2024,7,406.49
514,41,1,LostFost,Ferramentas de Desenvolvimento,São Paulo,21/01/2023,3,278.66
515,63,5,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,06/11/2024,10,226.87
516,61,4,PowerPro,Ferramentas de Desenvolvimento,São Paulo,18/10/2023,20,245.08
517,37,1,UI/UX-K,Ferramentas de Desenvolvimento,São Paulo,23/10/2024,9,234.61
518,48,5,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,29/10/2023,15,67.87
519,62,2,CodeCode,Ferramentas Criativas,Belo Horizonte,17/10/2024,17,149.24
520,47,3,UI/UX-K,Ferramentas Educacionais,São Paulo,04/10/2023,18,396.78
521,63,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,09/02/2023,9,359.17
522,40,4,LostFost,Ferramentas Educacionais,Belo Horizonte,13/07/2023,3,137.37
523,64,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,18/02/2023,11,353.53
524,68,3,PowerPro,Ferramentas Educacionais,Belo Horizonte,08/08/2022,5,301.34
525,57,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,28/09/2022,4,413.18
526,51,3,PowerPro,Ferramentas Criativas,Belo Horizonte,17/07/2023,12,457.29
527,57,3,PowerPro,Ferramentas de Desenvolvimento,Belo Horizonte,27/08/2022,10,59.29
528,39,3,PowerPro,Ferramentas Criativas,São Paulo,21/04/2022,6,135.15
529,28,1,PowerPro,Ferramentas Criativas,Belo Horizonte,28/10/2023,1,391.75
530,48,5,LostFost,Ferramentas Criativas,Rio de Janeiro,18/01/2024,17,123.17
531,92,3,LostFost,Ferramentas Criativas,Rio de Janeiro,30/01/2022,6,338.05
532,43,1,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,17/04/2024,6,387.94
533,22,3,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,11/05/2022,17,162.13
534,67,2,LostFost,Ferramentas Educacionais,Rio de Janeiro,12/02/2024,10,77.16
535,56,1,CodeCode,Ferramentas Criativas,São Paulo,09/08/2022,10,400.48
536,60,3,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,04/09/2022,5,29.51
537,86,5,UI/UX-K,Ferramentas Educacionais,Rio de Janeiro,17/07/2022,2,187.82
538,88,4,LostFost,Ferramentas Criativas,Rio de Janeiro,20/11/2022,16,129.33
539,42,5,PowerPro,Ferramentas de Desenvolvimento,Rio de Janeiro,23/09/2022,4,460.16
540,85,5,CodeCode,Ferramentas Criativas,Belo Horizonte,29/03/2023,19,446.61
541,14,3,UI/UX-K,Ferramentas Criativas,Belo Horizonte,25/12/2022,3,298.04
542,97,2,HargenXtudio,Ferramentas Educacionais,São Paulo,01/09/2024,4,10.2
543,47,5,HargenXtudio,Ferramentas Educacionais,Belo Horizonte,31/08/2024,4,310.25
544,96,4,CodeCode,Ferramentas Criativas,São Paulo,10/07/2023,13,24.7
545,51,2,UI/UX-K,Ferramentas de Desenvolvimento,Belo Horizonte,30/04/2024,1,481.99
546,81,4,LostFost,Ferramentas Educacionais,Rio de Janeiro,11/01/2023,5,385.22
547,72,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,28/02/2024,20,75.05
548,49,4,PowerPro,Ferramentas Criativas,São Paulo,30/07/2024,19,92.58
549,81,1,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,16/04/2024,20,279.11
550,15,1,CodeCode,Ferramentas de Desenvolvimento,São Paulo,08/01/2024,3,39.12
551,38,4,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,20/03/2022,3,458.97
552,48,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,13/11/2022,1,455.09
553,46,4,PowerPro,Ferramentas Criativas,São Paulo,19/02/2023,1,394.64
554,30,2,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,08/12/2022,4,368.98
555,29,1,LostFost,Ferramentas Educacionais,Rio de Janeiro,20/05/2023,16,489.55
556,34,1,HargenXtudio,Ferramentas Educacionais,São Paulo,19/06/2024,16,431.04
557,59,2,PowerPro,Ferramentas Educacionais,Rio de Janeiro,28/10/2024,20,391.25
558,18,2,HargenXtudio,Ferramentas de Desenvolvimento,Belo Horizonte,18/01/2023,9,436.91
559,97,5,LostFost,Ferramentas de Desenvolvimento,Belo Horizonte,27/06/2022,3,469.63
560,24,3,LostFost,Ferramentas Criativas,Rio de Janeiro,03/11/2023,20,133.53
561,38,1,CodeCode,Ferramentas Criativas,Belo Horizonte,26/07/2023,7,425.14
562,10,3,LostFost,Ferramentas Criativas,São Paulo,17/02/2024,13,162.84
563,80,5,LostFost,Ferramentas Educacionais,Rio de Janeiro,09/08/2024,4,407.23
564,71,5,UI/UX-K,Ferramentas de Desenvolvimento,Rio de Janeiro,29/10/2024,5,482.39
565,47,4,HargenXtudio,Ferramentas de Desenvolvimento,Rio de Janeiro,30/09/2024,6,427.09
566,86,3,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,28/09/2023,5,455.42
567,87,5,PowerPro,Ferramentas Educacionais,São Paulo,18/06/2023,1,354.19
568,92,5,CodeCode,Ferramentas Educacionais,Rio de Janeiro,10/01/2023,10,157.08
569,95,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,30/07/2022,14,241.89
570,54,5,LostFost,Ferramentas Criativas,Rio de Janeiro,30/11/2022,8,95.53
571,26,4,HargenXtudio,Ferramentas Educacionais,Rio de Janeiro,26/12/2022,20,307.64
572,74,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,08/11/2023,14,183.38
573,80,2,HargenXtudio,Ferramentas Criativas,Rio de Janeiro,02/12/2022,2,245.77
574,96,4,LostFost,Ferramentas de Desenvolvimento,Rio de Janeiro,04/03/2023,9,404.12
575,60,5,PowerPro,Ferramentas Educacionais,Belo Horizonte,19/05/2023,2,187.4
576,91,5,LostFost,Ferramentas Criativas,Rio de Janeiro,30/09/2023,15,171.82
577,96,2,HargenXtudio,Ferramentas Criativas,Belo Horizonte,07/10/2022,6,67.62
578,55,2,CodeCode,Ferramentas Educacionais,Belo Horizonte,13/10/2022,16,190.23
579,36,2,LostFost,Ferramentas Criativas,Belo Horizonte,10/10/2023,16,188.61
580,25,2,PowerPro,Ferramentas Criativas,Belo Horizonte,25/09/2024,6,184.45
581,100,3,CodeCode,Ferramentas de Desenvolvimento,São Paulo,30/09/2022,8,44.54
582,85,5,CodeCode,Ferramentas de Desenvolvimento,Rio de Janeiro,16/07/2024,20,436.37
583,29,4,CodeCode,Ferramentas Educacionais,Belo Horizonte,23/06/2023,13,96.36
584,54,3,LostFost,Ferramentas Educacionais,São Paulo,12/10/2022,4,272.75
585,37,5,UI/UX-K,Ferramentas Educacionais,Belo Horizonte,03/06/2024,15,275.65
586,24,2,PowerPro,Ferramentas Criativas,Belo Horizonte,31/07/2022,1,31.83
587,96,4,PowerPro,Ferramentas Criativas,São Paulo,15/01/2024,7,145.8
588,52,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,09/02/2023,4,196.53
589,16,3,LostFost,Ferramentas Educacionais,Belo Horizonte,22/12/2024,6,97.66
590,96,3,PowerPro,Ferramentas de Desenvolvimento,São Paulo,09/09/2024,1,264.78
591,99,5,CodeCode,Ferramentas de Desenvolvimento,São Paulo,18/07/2022,16,397.07
